gene,abbr
ZDB-GENE-131127-299,si:ch73-106k19.4
ZDB-GENE-030131-1230,si:ch73-106k19.5
ZDB-GENE-131121-516,si:ch73-106k19.6
ZDB-GENE-131119-94,si:ch73-106l15.2
ZDB-GENE-131119-18,si:ch73-106l15.3
ZDB-GENE-131120-96,si:ch73-106l15.4
ZDB-GENE-100922-219,si:ch73-106n3.1
ZDB-GENE-100922-267,si:ch73-106n3.2
ZDB-GENE-091204-473,si:ch73-106o10.1
ZDB-GENE-100921-61,si:ch73-108h4.3
ZDB-GENE-131127-378,si:ch73-109d7.3
ZDB-GENE-110411-256,si:ch73-109d9.1
ZDB-GENE-030131-5611,si:ch73-109d9.2
ZDB-GENE-141212-331,si:ch73-109d9.3
ZDB-GENE-141212-306,si:ch73-109d9.4
ZDB-GENE-141211-57,si:ch73-109i22.2
ZDB-GENE-120215-91,si:ch73-110g8.1
ZDB-GENE-081030-16,si:ch73-110p20.1
ZDB-GENE-110411-28,si:ch73-111e15.1
ZDB-GENE-030131-5221,si:ch73-111k22.2
ZDB-GENE-141212-371,si:ch73-111k22.3
ZDB-GENEP-141212-361,si:ch73-111k22.4p
ZDB-GENE-030131-6270,si:ch73-112h20.1
ZDB-GENE-141219-39,si:ch73-112j3.1
ZDB-GENE-091204-14,si:ch73-112l6.1
ZDB-GENE-131121-402,si:ch73-112n4.1
ZDB-GENE-091204-462,si:ch73-113g13.1
ZDB-GENE-091204-438,si:ch73-113g13.2
ZDB-GENE-091204-475,si:ch73-113g13.3
ZDB-GENE-121214-71,si:ch73-115f13.1
ZDB-GENE-131127-618,si:ch73-116b16.3
ZDB-GENE-110411-144,si:ch73-116o1.3
ZDB-GENE-141216-395,si:ch73-119p20.1
ZDB-GENE-161017-27,si:ch73-120g24.4
ZDB-GENE-161017-9,si:ch73-120g24.5
ZDB-GENE-110411-239,si:ch73-122g19.1
ZDB-GENE-160113-35,si:ch73-122k23.1
ZDB-GENE-100922-191,si:ch73-124g13.5
ZDB-GENE-100922-202,si:ch73-124g13.6
ZDB-GENE-131121-185,si:ch73-126m5.4
ZDB-GENE-160113-97,si:ch73-126o18.1
ZDB-GENE-131121-170,si:ch73-127k6.2
ZDB-GENE-130531-25,si:ch73-127m5.1
ZDB-GENE-030131-1052,si:ch73-127m5.2
ZDB-GENE-130603-40,si:ch73-127m5.3
ZDB-GENE-100921-60,si:ch73-129a22.1
ZDB-GENE-100921-63,si:ch73-129a22.10
ZDB-GENE-100921-68,si:ch73-129a22.11
ZDB-GENE-100921-69,si:ch73-129a22.2
ZDB-GENE-100921-52,si:ch73-129a22.3
ZDB-GENE-100921-64,si:ch73-129a22.4
ZDB-GENE-100921-66,si:ch73-129a22.5
ZDB-GENE-100921-59,si:ch73-129a22.6
ZDB-GENE-100921-62,si:ch73-129a22.7
ZDB-GENE-100921-65,si:ch73-129a22.8
ZDB-GENE-100921-46,si:ch73-129a22.9
ZDB-GENE-141219-41,si:ch73-130a3.4
ZDB-GENE-121214-239,si:ch73-132f6.4
ZDB-GENE-030131-9581,si:ch73-132f6.5
ZDB-GENE-110411-191,si:ch73-132k15.2
ZDB-GENE-131127-556,si:ch73-134b5.6
ZDB-GENE-091204-108,si:ch73-134f24.1
ZDB-GENE-081031-34,si:ch73-137b21.2
ZDB-GENE-081104-243,si:ch73-137b21.4
ZDB-GENE-081031-43,si:ch73-137b21.5
ZDB-GENE-081030-18,si:ch73-137b21.6
ZDB-GENE-081030-17,si:ch73-137b21.7
ZDB-GENE-091116-52,si:ch73-137d22.1
ZDB-GENE-091204-139,si:ch73-137d22.2
ZDB-GENE-070705-200,si:ch73-138e16.1
ZDB-GENE-070705-201,si:ch73-138e16.2
ZDB-GENE-070705-202,si:ch73-138e16.3
ZDB-GENE-070705-203,si:ch73-138e16.4
ZDB-GENE-070705-204,si:ch73-138e16.5
ZDB-GENE-070705-205,si:ch73-138e16.6
ZDB-GENE-070705-206,si:ch73-138e16.7
ZDB-GENE-070705-207,si:ch73-138e16.8
ZDB-GENE-070705-208,si:ch73-138i16.1
ZDB-GENE-091204-448,si:ch73-138n13.1
ZDB-GENE-091204-442,si:ch73-138n13.2
ZDB-GENE-140106-202,si:ch73-139j3.4
ZDB-GENE-131120-193,si:ch73-140j24.4
ZDB-GENE-040426-1760,si:ch73-141c7.1
ZDB-GENE-100922-165,si:ch73-141f17.1
ZDB-GENE-131125-16,si:ch73-142b20.1
ZDB-GENE-090311-15,si:ch73-142c19.1
ZDB-GENE-131120-182,si:ch73-144d13.4
ZDB-GENE-131120-187,si:ch73-144d13.5
ZDB-GENE-131127-29,si:ch73-144d13.7
ZDB-GENE-131127-72,si:ch73-144d13.8
ZDB-GENE-131119-96,si:ch73-144l3.1
ZDB-GENE-100922-137,si:ch73-144m15.3
ZDB-GENE-131127-469,si:ch73-145l22.4
ZDB-GENEP-161017-31,si:ch73-149b22.6p
ZDB-GENE-070705-269,si:ch73-149c21.1
ZDB-GENE-141222-67,si:ch73-14h10.2
ZDB-GENE-070912-263,si:ch73-14h1.2
ZDB-GENE-110914-43,si:ch73-155e10.1
ZDB-GENE-111012-5,si:ch73-156e19.1
ZDB-GENE-160728-80,si:ch73-156h21.1
ZDB-GENE-131121-420,si:ch73-157i16.5
ZDB-GENE-161017-23,si:ch73-158p21.2
ZDB-GENE-161017-122,si:ch73-158p21.5
ZDB-GENE-161017-103,si:ch73-158p21.6
ZDB-GENE-161017-32,si:ch73-158p21.7
ZDB-GENE-131121-639,si:ch73-15b2.3
ZDB-GENE-030131-5406,si:ch73-15b2.5
ZDB-GENE-030131-1323,si:ch73-15n24.1
ZDB-GENE-100922-244,si:ch73-160h15.2
ZDB-GENE-141212-254,si:ch73-160i9.1
ZDB-GENE-130530-564,si:ch73-160i9.2
ZDB-GENE-141212-252,si:ch73-160i9.3
ZDB-GENE-131121-593,si:ch73-160l8.2
ZDB-GENE-141212-268,si:ch73-160p18.3
ZDB-GENE-141216-79,si:ch73-160p18.4
ZDB-GENE-090313-136,si:ch73-162j3.4
ZDB-GENE-131127-330,si:ch73-165l19.1
ZDB-GENEP-160728-144,si:ch73-165p16.1p
ZDB-GENE-131119-5,si:ch73-166c6.1
ZDB-GENE-061009-27,si:ch73-166n24.2
ZDB-GENE-131126-7,si:ch73-166o21.2
ZDB-GENE-131121-334,si:ch73-167f10.1
ZDB-GENE-120215-238,si:ch73-167i17.6
ZDB-GENE-120215-150,si:ch73-167i17.7
ZDB-GENE-131120-121,si:ch73-167o17.1
ZDB-GENE-121214-44,si:ch73-168d20.1
ZDB-GENE-131121-463,si:ch73-169d4.5
ZDB-GENE-161017-5,si:ch73-170d6.1
ZDB-GENE-030131-7225,si:ch73-170d6.2
ZDB-GENE-161017-62,si:ch73-170d6.3
ZDB-GENE-161017-92,si:ch73-170d6.4
ZDB-GENE-131127-189,si:ch73-170l17.2
ZDB-GENE-131127-64,si:ch73-171a6.6
ZDB-GENE-140106-80,si:ch73-171o20.1
ZDB-GENE-141212-363,si:ch73-171o20.2
ZDB-GENE-081104-245,si:ch73-173h19.3
ZDB-GENE-130530-952,si:ch73-173p19.1
ZDB-GENE-141212-282,si:ch73-173p19.2
ZDB-GENE-160728-69,si:ch73-174h16.4
ZDB-GENE-160728-123,si:ch73-174h16.5
ZDB-GENE-131125-82,si:ch73-175d3.2
ZDB-GENE-131126-17,si:ch73-175d3.3
ZDB-GENE-081104-246,si:ch73-176g19.2
ZDB-GENE-081104-247,si:ch73-177h5.2
ZDB-GENE-081104-248,si:ch73-177h5.3
ZDB-GENE-081104-249,si:ch73-177h5.4
ZDB-GENE-081104-250,si:ch73-177h5.5
ZDB-GENE-141216-431,si:ch73-17k20.3
ZDB-GENE-130603-83,si:ch73-180n10.1
ZDB-GENE-100922-118,si:ch73-181d5.4
ZDB-GENE-131122-49,si:ch73-181m17.1
ZDB-GENE-131127-74,si:ch73-182e20.3
ZDB-GENE-131127-155,si:ch73-182e20.4
ZDB-GENE-100922-70,si:ch73-182o2.1
ZDB-GENE-100922-80,si:ch73-184c24.1
ZDB-GENE-131121-189,si:ch73-185c24.2
ZDB-GENE-070705-214,si:ch73-186j5.2
ZDB-GENE-141212-397,si:ch73-187m15.6
ZDB-GENE-131127-453,si:ch73-187p21.1
ZDB-GENE-070912-332,si:ch73-18b11.1
ZDB-GENE-070912-333,si:ch73-18b11.2
ZDB-GENE-131122-94,si:ch73-190f9.4
ZDB-GENE-090313-140,si:ch73-191k20.1
ZDB-GENE-090312-62,si:ch73-191k20.3
ZDB-GENE-131127-646,si:ch73-193c12.2
ZDB-GENE-141215-32,si:ch73-193i2.2
ZDB-GENE-121214-266,si:ch73-193i22.1
ZDB-GENE-100922-173,si:ch73-194h10.3
ZDB-GENE-131121-631,si:ch73-196b9.5
ZDB-GENE-091204-255,si:ch73-196i15.2
ZDB-GENE-091116-4,si:ch73-196i15.3
ZDB-GENE-091118-92,si:ch73-196i15.4
ZDB-GENE-091118-32,si:ch73-196i15.5
ZDB-GENE-081104-251,si:ch73-197b13.1
ZDB-GENE-081107-43,si:ch73-198l11.2
ZDB-GENEP-141216-13,si:ch73-19f24.2p
ZDB-GENEP-141216-241,si:ch73-19f24.3p
ZDB-GENE-160727-10,si:ch73-19m13.1
ZDB-GENE-131120-115,si:ch73-1f23.1
ZDB-GENE-131127-127,si:ch73-1m18.2
ZDB-GENE-070912-335,si:ch73-203a8.1
ZDB-GENE-050208-49,si:ch73-204p21.2
ZDB-GENE-131121-537,si:ch73-204p21.5
ZDB-GENE-130603-92,si:ch73-205h11.1
ZDB-GENE-141216-313,si:ch73-206b14.2
ZDB-GENE-090313-143,si:ch73-206d17.1
ZDB-GENE-030131-5048,si:ch73-206p6.1
ZDB-GENE-040108-6,si:ch73-208g10.1
ZDB-GENE-141216-259,si:ch73-208h1.1
ZDB-GENE-141216-366,si:ch73-208h1.2
ZDB-GENE-191023-1,si:ch73-208h1.4
ZDB-GENE-120215-114,si:ch73-209e20.6
ZDB-GENE-131121-229,si:ch73-211c7.2
ZDB-GENE-160728-51,si:ch73-211e3.1
ZDB-GENE-110411-257,si:ch73-211l13.2
ZDB-GENE-110411-200,si:ch73-211l13.8
ZDB-GENE-081105-10,si:ch73-211l2.1
ZDB-GENE-081104-259,si:ch73-212j7.3
ZDB-GENE-141222-34,si:ch73-212p10.3
ZDB-GENE-141216-93,si:ch73-212p10.4
ZDB-GENE-141216-257,si:ch73-212p10.5
ZDB-GENE-091204-422,si:ch73-213k20.4
ZDB-GENE-120727-11,si:ch73-213k20.5
ZDB-GENE-141216-478,si:ch73-215f7.1
ZDB-GENE-141216-409,si:ch73-216b13.2
ZDB-GENEP-141212-260,si:ch73-217b7.3p
ZDB-GENEP-141212-275,si:ch73-217b7.4p
ZDB-GENE-110411-232,si:ch73-217n20.1
ZDB-GENE-131119-55,si:ch73-21b16.1
ZDB-GENE-131119-15,si:ch73-21b16.2
ZDB-GENE-131122-45,si:ch73-21b16.3
ZDB-GENE-141216-244,si:ch73-21d24.1
ZDB-GENE-081104-260,si:ch73-21g5.7
ZDB-GENE-121214-41,si:ch73-221f6.1
ZDB-GENE-121214-347,si:ch73-221f6.10
ZDB-GENE-121214-21,si:ch73-221f6.3
ZDB-GENE-121214-120,si:ch73-221f6.4
ZDB-GENE-070912-337,si:ch73-222e2.1
ZDB-GENE-100921-20,si:ch73-222f22.2
ZDB-GENE-081104-261,si:ch73-223d24.4
ZDB-GENE-160113-94,si:ch73-223f5.1
ZDB-GENE-160113-36,si:ch73-223f5.2
ZDB-GENE-160113-122,si:ch73-223f5.3
ZDB-GENE-131121-616,si:ch73-223p23.2
ZDB-GENE-120215-202,si:ch73-225g2.1
ZDB-GENE-141219-19,si:ch73-226i7.1
ZDB-GENE-141219-37,si:ch73-226i7.2
ZDB-GENE-141219-30,si:ch73-226i7.3
ZDB-GENE-141222-72,si:ch73-226i7.5
ZDB-GENE-110411-18,si:ch73-226l13.2
ZDB-GENE-141216-64,si:ch73-22a13.3
ZDB-GENE-141216-343,si:ch73-22a13.4
ZDB-GENEP-081105-137,si:ch73-22b20.4p
ZDB-GENE-110411-27,si:ch73-22o12.1
ZDB-GENE-160113-40,si:ch73-22o18.1
ZDB-GENE-131125-36,si:ch73-233c7.1
ZDB-GENE-141215-5,si:ch73-233f7.1
ZDB-GENE-141215-57,si:ch73-233f7.3
ZDB-GENE-141215-59,si:ch73-233f7.4
ZDB-GENE-141215-58,si:ch73-233f7.5
ZDB-GENE-141215-55,si:ch73-233f7.6
ZDB-GENE-141215-50,si:ch73-233f7.7
ZDB-GENE-141215-62,si:ch73-233f7.8
ZDB-GENE-120215-223,si:ch73-233k15.1
ZDB-GENE-120215-209,si:ch73-233k15.3
ZDB-GENE-081104-266,si:ch73-233m11.2
ZDB-GENE-041008-183,si:ch73-234b20.5
ZDB-GENE-090312-184,si:ch73-234b20.6
ZDB-GENE-141216-160,si:ch73-234i15.5
ZDB-GENE-141222-15,si:ch73-234i15.6
ZDB-GENE-120215-43,si:ch73-236c18.1
ZDB-GENE-121214-2,si:ch73-236c18.2
ZDB-GENE-121214-50,si:ch73-236c18.3
ZDB-GENE-121213-1,si:ch73-236c18.4
ZDB-GENE-121213-7,si:ch73-236c18.5
ZDB-GENE-121213-9,si:ch73-236c18.6
ZDB-GENE-121214-3,si:ch73-236c18.7
ZDB-GENE-121214-113,si:ch73-236c18.8
ZDB-GENE-121214-125,si:ch73-236c18.9
ZDB-GENE-110411-131,si:ch73-236e11.2
ZDB-GENE-131127-269,si:ch73-236e11.5
ZDB-GENE-131127-309,si:ch73-236j9.2
ZDB-GENE-131127-369,si:ch73-236m19.1
ZDB-GENE-081105-55,si:ch73-237c6.1
ZDB-GENE-131121-81,si:ch73-238c9.1
ZDB-GENE-131127-250,si:ch73-238h12.5
ZDB-GENE-131118-27,si:ch73-239g21.2
ZDB-GENE-091120-8,si:ch73-239k17.1
ZDB-GENE-081030-15,si:ch73-240c14.1
ZDB-GENE-081031-38,si:ch73-240c14.2
ZDB-GENE-131121-474,si:ch73-242m19.1
ZDB-GENE-110411-124,si:ch73-244m7.1
ZDB-GENE-131127-384,si:ch73-248e17.1
ZDB-GENE-120215-255,si:ch73-248e21.5
ZDB-GENE-120215-231,si:ch73-248e21.7
ZDB-GENE-091204-291,si:ch73-249k16.1
ZDB-GENE-091204-157,si:ch73-249k16.4
ZDB-GENE-121214-131,si:ch73-24a15.1
ZDB-GENE-121214-29,si:ch73-24k9.2
ZDB-GENE-131121-255,si:ch73-250a16.5
ZDB-GENE-141210-7,si:ch73-252i11.1
ZDB-GENE-141212-350,si:ch73-252i11.3
ZDB-GENE-110411-85,si:ch73-252p3.1
ZDB-GENE-160728-114,si:ch73-256g18.2
ZDB-GENE-070705-223,si:ch73-256j6.2
ZDB-GENE-070705-224,si:ch73-256j6.3
ZDB-GENE-030131-3779,si:ch73-256j6.4
ZDB-GENE-070705-225,si:ch73-256j6.5
ZDB-GENE-070705-226,si:ch73-256j6.6
ZDB-GENE-070705-227,si:ch73-256j6.7
ZDB-GENE-081104-269,si:ch73-257c13.2
ZDB-GENE-131121-491,si:ch73-259k18.1
ZDB-GENE-100921-16,si:ch73-25f10.1
ZDB-GENE-100922-192,si:ch73-25f10.6
ZDB-GENE-120215-243,si:ch73-25i22.2
ZDB-GENEP-120215-86,si:ch73-25p10.1p
ZDB-GENEP-120215-221,si:ch73-25p10.2p
ZDB-GENE-110411-164,si:ch73-261i21.2
ZDB-GENE-110411-258,si:ch73-261i21.5
ZDB-GENE-110914-192,si:ch73-263o4.3
ZDB-GENE-091204-6,si:ch73-264i18.2
ZDB-GENE-120703-35,si:ch73-264p11.1
ZDB-GENE-131121-358,si:ch73-265h17.1
ZDB-GENE-131120-39,si:ch73-265h17.2
ZDB-GENE-131121-594,si:ch73-265h17.4
ZDB-GENE-131121-293,si:ch73-265h17.5
ZDB-GENE-110913-180,si:ch73-266f23.1
ZDB-GENE-110914-166,si:ch73-266f23.2
ZDB-GENE-110914-182,si:ch73-266f23.3
ZDB-GENE-161017-15,si:ch73-266f23.4
ZDB-GENE-161017-22,si:ch73-266f23.5
ZDB-GENE-141216-83,si:ch73-266m14.1
ZDB-GENE-070705-228,si:ch73-266o15.2
ZDB-GENE-160114-59,si:ch73-267c23.10
ZDB-GENE-141216-104,si:ch73-267c23.9
ZDB-GENEP-120215-192,si:ch73-267f5.2p
ZDB-GENE-090313-146,si:ch73-268e11.2
ZDB-GENE-100922-255,si:ch73-269g14.1
ZDB-GENE-120215-136,si:ch73-269m14.2
ZDB-GENE-120215-13,si:ch73-269m14.3
ZDB-GENE-120215-94,si:ch73-269m14.4
ZDB-GENE-121214-278,si:ch73-271a5.1
ZDB-GENE-091118-103,si:ch73-271e23.4
ZDB-GENE-081104-274,si:ch73-271f6.1
ZDB-GENE-120215-167,si:ch73-272h16.6
ZDB-GENE-100921-6,si:ch73-272h24.1
ZDB-GENE-141216-53,si:ch73-272m14.2
ZDB-GENE-100922-246,si:ch73-274k23.1
ZDB-GENE-131121-279,si:ch73-275m14.1
ZDB-GENE-141212-261,si:ch73-278m9.1
ZDB-GENE-081031-107,si:ch73-27e22.1
ZDB-GENE-070705-230,si:ch73-27e22.2
ZDB-GENE-070705-231,si:ch73-27e22.3
ZDB-GENE-070705-232,si:ch73-27e22.4
ZDB-GENE-070705-233,si:ch73-27e22.5
ZDB-GENE-070705-234,si:ch73-27e22.6
ZDB-GENE-070705-235,si:ch73-27e22.7
ZDB-GENE-100917-4,si:ch73-27e22.8
ZDB-GENE-091204-427,si:ch73-27j14.1
ZDB-GENE-091204-450,si:ch73-27j14.2
ZDB-GENE-131121-202,si:ch73-280b7.3
ZDB-GENE-141216-272,si:ch73-280o22.2
ZDB-GENEP-131122-19,si:ch73-281f12.3p
ZDB-GENE-141212-263,si:ch73-281i18.3
ZDB-GENE-141222-81,si:ch73-281i18.4
ZDB-GENE-141219-21,si:ch73-281i18.6
ZDB-GENE-141219-35,si:ch73-281i18.7
ZDB-GENE-141222-10,si:ch73-281k2.5
ZDB-GENE-131121-403,si:ch73-282k6.1
ZDB-GENE-110411-145,si:ch73-285p12.4
ZDB-GENE-070705-236,si:ch73-286h23.3
ZDB-GENE-070705-237,si:ch73-286h23.4
ZDB-GENE-070705-238,si:ch73-286h23.5
ZDB-GENE-141216-359,si:ch73-286n19.3
ZDB-GENE-090313-147,si:ch73-287n15.1
ZDB-GENE-131121-207,si:ch73-288o11.4
ZDB-GENE-131121-416,si:ch73-288o11.5
ZDB-GENEP-110913-36,si:ch73-289h5.1p
ZDB-GENE-110913-29,si:ch73-289h5.2
ZDB-GENE-110913-10,si:ch73-289h5.4
ZDB-GENE-110914-179,si:ch73-289h5.5
ZDB-GENE-110411-100,si:ch73-290k24.4
ZDB-GENE-110411-284,si:ch73-290k24.5
ZDB-GENE-110411-49,si:ch73-290k24.6
ZDB-GENE-141222-38,si:ch73-295i22.2
ZDB-GENE-100922-156,si:ch73-296e2.3
ZDB-GENE-081031-84,si:ch73-299h12.1
ZDB-GENE-081104-275,si:ch73-299h12.4
ZDB-GENE-081031-44,si:ch73-299h12.6
ZDB-GENE-081031-66,si:ch73-299h12.8
ZDB-GENE-081031-87,si:ch73-299h12.9
ZDB-GENE-091204-309,si:ch73-29c22.1
ZDB-GENE-141222-33,si:ch73-29l19.1
ZDB-GENE-081104-276,si:ch73-2d23.1
ZDB-GENE-121214-288,si:ch73-301j1.1
ZDB-GENE-141216-481,si:ch73-302a4.5
ZDB-GENE-131127-391,si:ch73-303b9.1
ZDB-GENE-131121-162,si:ch73-304f21.1
ZDB-GENE-131121-370,si:ch73-304f21.2
ZDB-GENE-141216-149,si:ch73-305j1.4
ZDB-GENE-091204-476,si:ch73-305k12.2
ZDB-GENE-141216-475,si:ch73-305o9.3
ZDB-GENE-131121-409,si:ch73-306e8.2
ZDB-GENE-091204-411,si:ch73-308b14.1
ZDB-GENE-091204-76,si:ch73-308m11.1
ZDB-GENE-131127-401,si:ch73-309g22.1
ZDB-GENE-131121-562,si:ch73-30b17.2
ZDB-GENE-110411-132,si:ch73-30l9.1
ZDB-GENE-141216-279,si:ch73-311b20.1
ZDB-GENE-030131-1610,si:ch73-311h14.2
ZDB-GENE-131120-21,si:ch73-313h21.1
ZDB-GENE-091204-459,si:ch73-313l22.2
ZDB-GENE-030616-19,si:ch73-314g15.3
ZDB-GENE-070705-239,si:ch73-314p17.1
ZDB-GENE-131121-517,si:ch73-315f9.2
ZDB-GENE-141216-185,si:ch73-315i10.1
ZDB-GENE-120215-24,si:ch73-319g13.1
ZDB-GENE-030131-8387,si:ch73-31d8.2
ZDB-GENE-141216-365,si:ch73-31h21.2
ZDB-GENE-131126-29,si:ch73-321d9.2
ZDB-GENE-131127-509,si:ch73-322b17.3
ZDB-GENE-131121-87,si:ch73-322b17.4
ZDB-GENE-131121-155,si:ch73-322b17.5
ZDB-GENE-131121-464,si:ch73-325j23.1
ZDB-GENE-131121-475,si:ch73-329n5.1
ZDB-GENE-131121-66,si:ch73-329n5.2
ZDB-GENE-131127-58,si:ch73-329n5.3
ZDB-GENE-131121-171,si:ch73-329n5.6
ZDB-GENE-131121-190,si:ch73-330k17.3
ZDB-GENE-091118-121,si:ch73-332k15.1
ZDB-GENE-091118-35,si:ch73-334d15.1
ZDB-GENE-091204-158,si:ch73-334d15.2
ZDB-GENE-091204-184,si:ch73-334d15.4
ZDB-GENE-060503-328,si:ch73-335d12.1
ZDB-GENE-060503-423,si:ch73-335d12.2
ZDB-GENE-130530-591,si:ch73-335l21.1
ZDB-GENE-160728-76,si:ch73-335l21.2
ZDB-GENE-160728-48,si:ch73-335l21.3
ZDB-GENE-160728-105,si:ch73-335l21.4
ZDB-GENE-100922-203,si:ch73-335m24.2
ZDB-GENE-141216-324,si:ch73-335m24.8
ZDB-GENE-081104-281,si:ch73-337l15.1
ZDB-GENE-041008-80,si:ch73-337l15.2
ZDB-GENE-120215-227,si:ch73-338a16.3
ZDB-GENE-141219-45,si:ch73-338d8.1
ZDB-GENE-141212-126,si:ch73-338d8.5
ZDB-GENE-131119-14,si:ch73-338o16.4
ZDB-GENE-110411-209,si:ch73-340m8.2
ZDB-GENE-131127-544,si:ch73-340m8.3
ZDB-GENE-141216-448,si:ch73-340n8.4
ZDB-GENE-110411-201,si:ch73-341k19.1
ZDB-GENE-131121-354,si:ch73-341k19.4
ZDB-GENE-100922-108,si:ch73-343g19.4
ZDB-GENE-100922-95,si:ch73-343g19.5
ZDB-GENE-100922-128,si:ch73-343g19.6
ZDB-GENE-100922-61,si:ch73-343g19.7
ZDB-GENE-141216-170,si:ch73-343g19.8
ZDB-GENE-090313-153,si:ch73-343l4.1
ZDB-GENE-090313-155,si:ch73-343l4.3
ZDB-GENE-090313-156,si:ch73-343l4.4
ZDB-GENE-090313-157,si:ch73-343l4.5
ZDB-GENE-090313-158,si:ch73-343l4.6
ZDB-GENE-090312-100,si:ch73-343l4.7
ZDB-GENE-090313-159,si:ch73-343l4.8
ZDB-GENE-081104-282,si:ch73-344o19.1
ZDB-GENE-141212-392,si:ch73-345f18.3
ZDB-GENE-141216-316,si:ch73-345h12.2
ZDB-GENE-131118-29,si:ch73-346g24.2
ZDB-GENE-131120-123,si:ch73-346g24.4
ZDB-GENE-131119-57,si:ch73-346g24.5
ZDB-GENE-091118-104,si:ch73-346m18.6
ZDB-GENE-100921-18,si:ch73-346o4.2
ZDB-GENE-100921-29,si:ch73-346o4.3
ZDB-GENE-141222-92,si:ch73-347e22.10
ZDB-GENE-140106-269,si:ch73-347e22.4
ZDB-GENE-030131-8455,si:ch73-347e22.8
ZDB-GENE-060601-1,si:ch73-348k23.1
ZDB-GENE-060503-516,si:ch73-348k23.2
ZDB-GENE-081104-284,si:ch73-349c16.2
ZDB-GENE-131127-242,si:ch73-34a12.5
ZDB-GENE-131121-186,si:ch73-34c17.4
ZDB-GENE-131120-162,si:ch73-34h11.1
ZDB-GENE-141212-184,si:ch73-350k19.1
ZDB-GENE-110411-101,si:ch73-352p18.4
ZDB-GENE-110411-285,si:ch73-352p18.5
ZDB-GENE-141212-5,si:ch73-352p4.7
ZDB-GENE-140106-36,si:ch73-352p4.8
ZDB-GENE-131119-83,si:ch73-353n11.1
ZDB-GENE-131125-45,si:ch73-358j7.2
ZDB-GENE-141222-1,si:ch73-359m17.11
ZDB-GENE-141222-90,si:ch73-359m17.2
ZDB-GENE-141212-366,si:ch73-359m17.5
ZDB-GENE-141212-358,si:ch73-359m17.6
ZDB-GENE-141212-401,si:ch73-359m17.7
ZDB-GENE-141212-394,si:ch73-359m17.8
ZDB-GENE-141212-237,si:ch73-359m17.9
ZDB-GENE-141222-14,si:ch73-361k9.1
ZDB-GENE-130530-906,si:ch73-361p23.3
ZDB-GENE-110411-182,si:ch73-362i18.1
ZDB-GENE-120215-235,si:ch73-362m14.2
ZDB-GENE-120215-30,si:ch73-362m14.4
ZDB-GENE-031010-45,si:ch73-364h19.1
ZDB-GENE-131119-21,si:ch73-364h19.2
ZDB-GENE-131121-617,si:ch73-364m4.1
ZDB-GENE-131121-588,si:ch73-364m4.2
ZDB-GENE-131121-632,si:ch73-365i12.4
ZDB-GENE-070912-338,si:ch73-366i20.1
ZDB-GENE-070912-339,si:ch73-366i20.25
ZDB-GENE-131127-426,si:ch73-366l1.5
ZDB-GENE-120214-27,si:ch73-367f21.4
ZDB-GENE-120214-29,si:ch73-367f21.5
ZDB-GENE-120214-31,si:ch73-367f21.6
ZDB-GENE-141216-150,si:ch73-367j5.2
ZDB-GENE-141216-95,si:ch73-367j5.3
ZDB-GENE-120215-61,si:ch73-367p23.2
ZDB-GENE-120215-142,si:ch73-367p23.6
ZDB-GENE-160113-131,si:ch73-368j24.1
ZDB-GENE-160113-100,si:ch73-368j24.10
ZDB-GENE-160113-46,si:ch73-368j24.11
ZDB-GENE-160113-38,si:ch73-368j24.12
ZDB-GENE-160113-30,si:ch73-368j24.13
ZDB-GENE-160113-99,si:ch73-368j24.14
ZDB-GENEP-160113-140,si:ch73-368j24.16p
ZDB-GENE-160113-31,si:ch73-368j24.17
ZDB-GENE-160113-92,si:ch73-368j24.2
ZDB-GENE-160113-91,si:ch73-368j24.3
ZDB-GENE-160113-90,si:ch73-368j24.4
ZDB-GENE-160113-84,si:ch73-368j24.5
ZDB-GENE-160113-68,si:ch73-368j24.6
ZDB-GENE-160113-118,si:ch73-368j24.7
ZDB-GENE-160113-28,si:ch73-368j24.8
ZDB-GENE-160113-81,si:ch73-368j24.9
ZDB-GENE-100921-67,si:ch73-369o7.3
ZDB-GENE-100922-232,si:ch73-369o7.4
ZDB-GENE-091204-228,si:ch73-36i7.2
ZDB-GENE-131121-249,si:ch73-36j8.3
ZDB-GENE-131127-56,si:ch73-36p18.2
ZDB-GENE-131127-85,si:ch73-36p18.3
ZDB-GENE-131127-177,si:ch73-36p18.4
ZDB-GENE-030131-7601,si:ch73-370c12.1
ZDB-GENE-110411-115,si:ch73-373m9.1
ZDB-GENE-100922-139,si:ch73-374a13.1
ZDB-GENE-081104-286,si:ch73-374a6.2
ZDB-GENE-110408-65,si:ch73-374e19.1
ZDB-GENE-110408-56,si:ch73-375g18.1
ZDB-GENE-131121-375,si:ch73-376g11.3
ZDB-GENE-091204-256,si:ch73-379f5.5
ZDB-GENE-161017-105,si:ch73-380l10.4
ZDB-GENE-131125-99,si:ch73-380l3.1
ZDB-GENE-080303-1,si:ch73-380l3.2
ZDB-GENE-131121-27,si:ch73-380l3.3
ZDB-GENE-131125-97,si:ch73-380l3.4
ZDB-GENE-131126-67,si:ch73-380l3.5
ZDB-GENE-110914-176,si:ch73-381a20.2
ZDB-GENE-090311-25,si:ch73-381f5.2
ZDB-GENE-090312-126,si:ch73-381f5.4
